groove salad	https://somafm.com/groovesalad256.pls
kexp	https://kexp.streamguys1.com/kexp160.aac
superfly	http://stream01.superfly.fm:8080/live128?.mp3
dublab	https://dublab.out.airtime.pro/dublab_a
WNYU 89.1	http://cinema.acs.its.nyu.edu:8000/wnyu128.mp3
WFMU	https://stream0.wfmu.org/freeform-128k.mp3
WFUV	https://onair.wfuv.org/onair-aacplus
WQXR	https://stream.wqxr.org/wqxr-web
